route_id,stop_sequence,stop_id,stop_name_raw,source_file,source_page,effective_from,effective_until,source_last_updated,freshness_as_of,freshness_status
15,26,bus-pasar-bantul-halte-2-a4a1fd5f,Pasar Bantul (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
15,27,bus-bri-cabang-bantul-ca5f6e41,Halte BRI Cabang Bantul,trans-jogja.csv,,,,,2026-09-12,unverified
15,28,bus-karanggede-044ebf69,Halte Karanggede,trans-jogja.csv,,,,,2026-09-12,unverified
15,29,bus-kantor-kelurahan-pendowoharjo-0862e377,Kantor Kelurahan Pendowoharjo,trans-jogja.csv,,,,,2026-09-12,unverified
15,30,bus-kantor-badan-kesatuan-bangsa-politik-hal-a008e6f1,Kantor Badan Kesatuan Bangsa & Politik (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
15,31,bus-simpang-kasongan-halte-2-57f682a0,Simpang Kasongan (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
15,32,bus-pasar-niten-halte-2-cc89169e,Pasar Niten (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
15,33,bus-simpang-dongkelan-halte-2-40d99d82,Simpang Dongkelan (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
15,34,bus-pasty-a2ad35ef,TPB Pasty,trans-jogja.csv,,,,,2026-09-12,unverified
15,35,bus-dukuh-w-69bdab86,Dukuh (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
15,36,bus-fip-uny-ffd961ca,FIP UNY,trans-jogja.csv,,,,,2026-09-12,unverified
15,37,bus-tejokusuman-tamansari-e7596b7b,Portabel Tejokusuman (Tamansari),trans-jogja.csv,,,,,2026-09-12,unverified
15,38,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
15,39,bus-kha-dahlan-n-3fb74d20,KHA Dahlan (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
15,40,bus-taman-pintar-1b9e094b,Taman Pintar,trans-jogja.csv,,,,,2026-09-12,unverified
15,41,bus-suryotomo-9ab084b2,Suryotomo,trans-jogja.csv,,,,,2026-09-12,unverified
15,42,bus-progo-e27cb7fc,Progo,trans-jogja.csv,,,,,2026-09-12,unverified
15,43,bus-jalan-mataram-hotel-akur-bfbbe7b3,Jl. Mataram Hotel Akur,trans-jogja.csv,,,,,2026-09-12,unverified
15,44,bus-teras-malioboro-2-d4789a15,Portable Teras Malioboro 2,trans-jogja.csv,,,,,2026-09-12,unverified
15,45,bus-malioboro-1-b886c248,Halte Malioboro 1,trans-jogja.csv,,,,,2026-09-12,unverified
15,46,bus-malioboro-2-kepatihan-edeea5b5,Halte Malioboro 2 (Kepatihan),trans-jogja.csv,,,,,2026-09-12,unverified
15,47,bus-malioboro-3-d1dc4d12,Halte Malioboro 3,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,1,bus-terminal-jombor-536d39cc,Terminal Jombor,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,2,bus-indogrosir-a30b9f32,Indogrosir,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,3,bus-jogja-city-mall-e-58185771,Jogja City Mall (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
EV3,4,bus-atakrib-jalan-magelang-830dd5b2,Atakrib Jl. Magelang,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,5,bus-tvri-e-436715b2,TPB TVRI (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
EV3,6,bus-karangwaru-e-d57a2b75,Karangwaru (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
EV3,7,bus-hotel-utara-e-a8afeab1,Hotel Utara (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
EV3,8,bus-pasar-kranggan-b6b88028,Halte Pasar Kranggan,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,9,bus-mangkubumi-1-c45ff36a,Halte Mangkubumi 1,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,10,bus-mangkubumi-2-f24a8c2b,Halte Mangkubumi 2,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,11,bus-malioboro-1-b886c248,Halte Malioboro 1,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,12,bus-malioboro-2-kepatihan-edeea5b5,Halte Malioboro 2 (Kepatihan),trans-jogja.csv,,,,,2026-09-12,unverified
EV3,13,bus-malioboro-3-d1dc4d12,Halte Malioboro 3,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,14,bus-bhayangkara-3972633d,Portabel Bhayangkara,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,15,bus-pasar-pathuk-yogyakarta-92bcefb1,Portabel Pasar Pathuk Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,16,bus-sosrowijayan-dcdae1fc,Sosrowijayan,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,17,bus-yogyakarta-0b7ac635,Stasiun Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,18,bus-jlagran-402c26ac,Jlagran,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,19,bus-eks-perpusda-80a03598,Eks Perpusda,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,20,bus-smp-n-14-86dc3cfa,Halte SMP N 14,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,21,bus-hotel-utara-ea824463,Hotel Utara,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,22,bus-kricak-7a2314de,Kricak,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,23,bus-karangwaru-w-2eff8d12,Karangwaru (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
EV3,24,bus-tvri-w-05cc82e3,TVRI (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
EV3,25,bus-daytrans-jalan-magelang-d2cbfb7a,Daytrans Jl. Magelang,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,26,bus-jogja-city-mall-w-5608534c,Jogja City Mall (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
EV3,27,bus-mmtc-yogya-27d0c99b,MMTC Yogya,trans-jogja.csv,,,,,2026-09-12,unverified
EV3,28,bus-terminal-jombor-536d39cc,Terminal Jombor,trans-jogja.csv,,,,,2026-09-12,unverified
